"kommunenr_2024","år","folk_ialt","demens_estimert","demensandel","y2s_predikert","y2s_predikert_modell"
"1112",2029,3265,91.313927,0.0279675120980092,63.7556921251251,51.7326688241182
"1112",2030,3273,94.620765,0.0289094912923923,63.484581620275,52.9383264810999
"1112",2031,3281,101.120231,0.0308199423956111,63.6451048696928,55.3307995467576
"1112",2032,3288,103.099884,0.0313564124087591,63.458446365248,56.1029118930708
"1112",2033,3295,105.530033,0.0320273241274659,63.394198360416,57.0529609942509
"1112",2034,3301,109.187682,0.0330771529839443,63.5934697053575,58.4836742633937
"1112",2035,3308,114.869437,0.0347247391172914,64.2686481837649,60.7569101343198
"1112",2036,3314,120.665625,0.0364108705491853,65.1723760662909,63.1523706658756
"1112",2037,3321,121.905179,0.0367073709725986,65.3073495239019,63.6972673637111
"1112",2038,3327,127.219866,0.0382386131650135,66.4414215126759,65.9844027503199
"1112",2039,3332,132.795278,0.039854525210084,67.8574673678781,68.4595189240478
"1112",2040,3337,135.411365,0.0405787728498651,68.6602040887869,69.656326542059
"1112",2041,3342,140.690848,0.0420978001196888,70.3893257546221,72.1159634032032
"1112",2042,3346,145.311136,0.0434283132098027,72.1331262298024,74.3330374711463
"1112",2043,3349,146.732627,0.0438138629441624,72.9216521774739,75.0293588847104
"1112",2044,3352,151.771259,0.0452778218973747,75.1674101719253,77.5385937702262
"1112",2045,3355,155.324068,0.046296294485842,77.0385591550054,79.3551497292374
"1112",2046,3357,157.251669,0.0468429159964254,78.3533662202056,80.356901435536
"1112",2047,3358,161.132204,0.0479845753424658,80.678185321875,82.4120397992958
"1112",2048,3359,161.816713,0.0481740735337898,81.5953574106034,82.7787647682199
"1112",2049,3358,166.722249,0.0496492701012507,84.7736681495483,85.4661487268034
"1112",2050,3358,167.676668,0.0499334925550923,85.9987912980531,85.9987912980531
"1114",2026,2812,51.390008,0.0182752517780939,17.4923063463499,21.9230634634989
"1114",2027,2827,53.200043,0.0188185507605235,17.7292059753744,22.3033161845411
"1114",2028,2841,57.507029,0.020241826469553,18.0713600002798,23.1220571444562
"1114",2029,2854,60.533099,0.0212099155571128,18.4289853979488,23.7246371668179
"1114",2030,2868,64.102483,0.0223509354951186,18.8607825122292,24.4431300489168
"1114",2031,2882,64.823481,0.0224925333102012,19.1960951106407,24.6385916891852
"1114",2032,2896,69.607991,0.0240359084944751,19.7975338128016,25.607796347082
"1114",2033,2910,74.922494,0.0257465615120275,20.5205999901051,26.7119999727037
"1114",2034,2923,76.951686,0.0263262695860417,21.0694000738466,27.1735001846165
"1114",2035,2937,80.771585,0.0275013908750426,21.8186641026293,28.0140893774384
"1114",2036,2951,84.101805,0.0284994256184344,22.5900127128147,28.768447816452
"1114",2037,2965,87.300614,0.0294437146711636,23.410230794237,29.5077674033893
"1114",2038,2979,90.888976,0.0305098945955018,24.3403878012802,30.3461596386913
"1114",2039,2993,95.05696,0.0317597594386903,25.4207787702911,31.3332404600699
"1114",2040,3007,97.997732,0.0325898676421683,26.4101463121433,32.0562340994293
"1114",2041,3020,101.584221,0.0336371592715232,27.5604856510287,32.940355699666
"1114",2042,3032,104.516337,0.0344710874010554,28.6757392969373,33.6796275670532
"1114",2043,3044,106.429269,0.0349636231931669,29.6694647042279,34.1789351921735
"1114",2044,3055,110.868836,0.0362909446808511,31.1920179931957,35.3122812815429
"1114",2045,3065,112.969026,0.0368577572593801,32.331512139619,35.869553402608
"1114",2046,3074,116.385447,0.037861238451529,33.8068092143356,36.7727167227478
"1114",2047,3082,118.964597,0.0385998043478261,35.1657645447315,37.4684670926552
"1114",2048,3089,120.395698,0.0389756225315636,36.2985925979513,37.8633433491365
"1114",2049,3095,125.589866,0.0405783088852989,38.4536444573197,39.2895007348776
"1114",2050,3100,126.441907,0.0407877119354839,39.5335195122644,39.5335195122644
"1119",2026,19400,357.478584,0.0184267311340206,144.608459910961,177.08459910961
"1119",2027,19512,371.891587,0.0190596344300943,146.443367821573,180.588129611438
"1119",2028,19619,391.737569,0.0199672546511035,148.737956963248,185.216896932846
"1119",2029,19722,413.016798,0.0209419327654396,151.454730513008,190.198731825918
